year,metro,city,genSrc,capacity,cnt,all,0,1,2,3,4,5,6,7,8,9,10,면적
2016,경기,안양시,태양광,337.54,7,597414,50262,66035,87346,89241,104335,104052,55484,27805,11184,1525,145,10199.5
2016,경기,양주시,태양광,1742.8,45,205513,20527,24337,23290,27239,37977,33287,20580,12885,4706,644,41,10199.5
2016,경기,양평군,태양광,2800.6,39,111367,8309,9872,10777,11822,16492,20438,16850,11245,4813,703,46,10199.5
2016,경기,연천군,태양광,1185.84,26,45907,3521,3880,6001,4945,5837,7997,6214,5038,2128,315,31,10199.5
2016,경기,오산시,태양광,289.24,6,208656,27155,24375,26496,40765,38859,26822,13452,7649,2695,355,33,10199.5
2016,경기,용인시,태양광,3241.23,49,991126,112302,124731,117375,152801,195704,132986,81346,52167,18819,2752,143,10199.5
2016,경기,의왕시,태양광,183.07,4,156763,14323,16695,22261,22615,26964,27651,14890,7510,3310,504,40,10199.5
2016,경기,의정부시,태양광,296.05,9,438457,37215,48454,59071,60502,78242,74288,42728,26771,9776,1229,181,10199.5
2016,경기,이천시,바이오,250.0,1,210359,22030,24616,26759,31818,35350,32875,18959,11943,5246,719,44,10199.5
2016,경기,이천시,태양광,6503.96,73,210359,22030,24616,26759,31818,35350,32875,18959,11943,5246,719,44,10199.5
2016,경기,파주시,태양광,7633.29,116,430781,48047,48861,52859,67652,77514,62507,36444,25265,10073,1391,168,10199.5
2016,경기,평택시,태양광,10889.32,176,470832,47972,54052,60850,73195,85492,72777,39535,25138,10277,1341,203,10199.5
2016,경기,포천시,태양광,7245.72,84,154763,11642,16069,18824,17530,25214,30335,17830,11723,4846,692,58,10199.5
2016,경기,하남시,태양광,1418.74,15,211101,23477,19495,25352,36480,35452,33951,22359,10133,3654,657,91,10199.5
2016,경기,화성시,태양광,12389.02,179,640890,90459,77106,70895,122634,121035,79780,43424,24190,9992,1291,84,10199.5
2017,경기,가평군,태양광,4018.06,56,62973,4031,5296,6413,6404,8779,11803,9890,6797,3100,423,37,10199.5
2017,경기,고양시,태양광,7539.09,89,1041983,88882,117083,146816,140246,193677,178795,90411,56679,25806,3334,254,10199.5
2017,경기,과천시,태양광,119.0,2,57527,4463,7015,7983,6940,9977,10083,5819,3290,1637,280,40,10199.5
2017,경기,광명시,태양광,88.28,3,332790,30358,36483,42946,50804,59987,53218,33950,17310,6725,895,114,10199.5
2017,경기,광주시,태양광,3954.91,60,345947,35309,33575,40916,58580,60803,55804,35880,17775,6268,965,72,10199.5
2017,경기,구리시,소수력,45.0,1,200042,17430,21421,27814,28766,35683,34867,19153,10533,3790,521,64,10199.5
2017,경기,구리시,태양광,755.0,5,200042,17430,21421,27814,28766,35683,34867,19153,10533,3790,521,64,10199.5
2017,경기,군포시,태양광,992.8,2,281205,26028,30647,38822,42904,49179,47465,25441,13485,6287,897,50,10199.5
2017,경기,김포시,태양광,8570.95,108,392092,48479,41534,42123,65819,71470,56632,36420,20585,7882,1099,49,10199.5
2017,경기,김포시,폐기물,909.0,1,392092,48479,41534,42123,65819,71470,56632,36420,20585,7882,1099,49,10199.5
2017,경기,남양주시,태양광,3294.04,50,665321,67690,77012,78430,92692,124617,104445,65694,38611,14092,1870,168,10199.5
2017,경기,동두천시,태양광,997.0,14,97071,8021,9895,11221,12056,16263,16255,11012,8397,3433,444,74,10199.5
2017,경기,부천시,태양광,265.81,7,850329,68797,83281,125656,129900,141881,153500,87854,40513,16478,2274,195,10199.5
2017,경기,성남시,태양광,2307.4,21,967510,80273,99739,136390,150230,171091,156477,96189,52681,20761,3281,398,10199.5
2017,경기,수원시,태양광,2893.97,45,1202628,114448,133065,186028,195945,215111,188646,94894,50522,20648,3071,250,10199.5
2017,경기,시흥시,태양광,6377.96,46,419664,40499,49401,59295,62661,82128,72189,30277,15843,6393,913,65,10199.5
2017,경기,안산시,태양광,4337.63,58,677710,54642,78734,108010,94238,126060,122504,52999,26887,11894,1640,102,10199.5
2017,경기,안성시,소수력,360.0,1,182786,16698,19307,21183,25489,30679,29509,20007,12807,6279,785,43,10199.5
2017,경기,안성시,태양광,14712.03,114,182786,16698,19307,21183,25489,30679,29509,20007,12807,6279,785,43,10199.5
2017,경기,안양시,태양광,436.54,8,587764,47710,62657,86006,85980,100985,103271,58680,28818,11893,1614,150,10199.5
2017,경기,양주시,태양광,2965.74,66,212146,20306,24349,24412,27440,38519,34477,22537,14072,5288,705,41,10199.5
2017,경기,양평군,태양광,4261.6,59,115105,8283,9985,10936,11993,16723,21000,18306,11919,5159,750,51,10199.5
2017,경기,연천군,바이오,450.0,1,45431,3434,3671,5839,4802,5625,7781,6528,5081,2294,342,34,10199.5
2017,경기,연천군,태양광,4165.84,55,45431,3434,3671,5839,4802,5625,7781,6528,5081,2294,342,34,10199.5
2017,경기,오산시,태양광,484.76,10,213437,26649,24650,27494,40172,40001,28314,14578,8172,2982,390,35,10199.5
2017,경기,용인시,태양광,8013.92,77,1004081,108092,124062,121485,147517,197916,139599,85339,56043,20835,3039,154,10199.5
2017,경기,의왕시,태양광,183.07,4,155767,13418,16077,22114,21521,26273,28077,16188,7954,3556,548,41,10199.5
2017,경기,의정부시,태양광,337.51,11,441584,36425,46894,60291,59830,77367,75250,45250,28083,10628,1375,191,10199.5
2017,경기,이천시,바이오,750.0,2,213142,21562,24250,27446,31769,35509,33511,20354,12304,5623,760,54,10199.5
2017,경기,이천시,태양광,9808.09,101,213142,21562,24250,27446,31769,35509,33511,20354,12304,5623,760,54,10199.5
2017,경기,파주시,태양광,10855.09,155,437848,46810,48896,54042,67442,78210,64453,38934,26427,10975,1494,165,10199.5
2017,경기,평택시,태양광,13787.66,207,481530,47498,53409,63462,73437,87004,75848,41898,26093,11208,1467,206,10199.5
2017,경기,포천시,연료전지,440.0,1,152925,10982,15084,18595,16706,24024,30244,19163,12103,5217,742,65,10199.5
2017,경기,포천시,태양광,12413.26,126,152925,10982,15084,18595,16706,24024,30244,19163,12103,5217,742,65,10199.5
2017,경기,하남시,태양광,1391.54,14,232487,25982,20992,27575,39791,39500,36439,25677,11622,4065,762,82,10199.5
2017,경기,화성시,태양광,21619.16,272,691086,94709,81282,79448,129851,131628,87371,48095,26109,11042,1463,88,10199.5
2018,경기,가평군,태양광,9622.06,113,62918,3836,5095,6288,6310,8475,11766,10510,6893,3234,471,40,10199.5
2018,경기,고양시,태양광,8139.06,112,1044189,85339,112537,147026,138982,187263,184072,98277,58605,28082,3729,277,10199.5
2018,경기,과천시,태양광,244.0,4,58142,4489,6713,8051,7415,9510,10359,6171,3398,1671,320,45,10199.5
2018,경기,광명시,태양광,213.28,6,326841,27919,35084,42235,48619,57639,53409,35778,17909,7139,978,132,10199.5
2018,경기,광주시,태양광,6221.91,91,363782,36442,33909,43128,60651,62905,59453,39846,19370,6931,1063,84,10199.5
2018,경기,구리시,소수력,45.0,1,203553,17603,20516,28195,29488,34837,36063,20948,11096,4183,559,65,10199.5
2018,경기,구리시,태양광,934.0,8,203553,17603,20516,28195,29488,34837,36063,20948,11096,4183,559,65,10199.5
2018,경기,군포시,태양광,1887.0,8,276916,23909,29230,38334,41206,46918,47986,27637,14032,6619,987,58,10199.5
2018,경기,김포시,태양광,16123.98,181,423170,52060,43624,45695,71963,76472,60486,40519,22375,8723,1200,53,10199.5
2018,경기,김포시,폐기물,909.0,1,423170,52060,43624,45695,71963,76472,60486,40519,22375,8723,1200,53,10199.5
2018,경기,남양주시,태양광,4639.32,69,681828,67867,77431,79807,92988,125765,108868,70462,40956,15390,2111,183,10199.5
2018,경기,동두천시,태양광,1296.0,18,96226,7495,9494,11202,11532,15553,16344,11642,8669,3717,505,73,10199.5
2018,경기,부천시,태양광,1278.81,9,843768,66236,79043,122888,127606,137064,153512,94516,42616,17522,2547,218,10199.5
2018,경기,성남시,태양광,1529.52,14,954347,75666,95411,134419,145591,164853,156560,101002,54723,22163,3548,411,10199.5
2018,경기,수원시,태양광,3058.85,53,1201166,109574,128532,187585,192031,209482,193246,102249,52730,22127,3355,255,10199.5
2018,경기,시흥시,태양광,11293.96,68,448687,44256,49757,63173,69260,83885,78222,34894,16934,7234,995,77,10199.5
2018,경기,안산시,태양광,6746.63,78,660343,49519,73210,106197,89091,117478,124687,57876,27694,12690,1798,103,10199.5
2018,경기,안성시,소수력,360.0,1,183579,15844,18779,21554,24849,30269,30230,21412,13109,6637,852,44,10199.5
2018,경기,안성시,태양광,29245.93,207,183579,15844,18779,21554,24849,30269,30230,21412,13109,6637,852,44,10199.5
2018,경기,안양시,태양광,945.54,12,576831,45064,59075,83616,83725,95806,102742,62242,29855,12763,1790,153,10199.5
2018,경기,양주시,태양광,5349.7,91,216951,19974,24104,25228,27704,38295,35687,24278,14902,5932,801,46,10199.5
2018,경기,양평군,태양광,7262.6,101,116095,7963,9872,10729,11778,16438,20988,19574,12363,5535,800,55,10199.5
2018,경기,연천군,바이오,450.0,1,44633,3204,3556,5527,4647,5345,7617,6761,5099,2505,336,36,10199.5
2018,경기,연천군,태양광,13174.84,98,44633,3204,3556,5527,4647,5345,7617,6761,5099,2505,336,36,10199.5
2018,경기,오산시,태양광,1003.76,18,220070,26142,25008,28893,40498,40721,30242,16121,8683,3298,422,42,10199.5
2018,경기,용인시,태양광,13531.92,112,1035126,107447,124019,126752,150807,198509,149431,91730,60102,22811,3351,167,10199.5
2018,경기,의왕시,태양광,214.07,5,153932,12522,15355,21878,20803,24760,28377,17468,8323,3811,587,48,10199.5
2018,경기,의정부시,태양광,398.71,12,447026,36043,45391,61542,60448,75561,76950,48375,29291,11693,1538,194,10199.5
2018,경기,이천시,바이오,250.0,1,214206,20679,23487,28185,31165,35089,34220,21925,12613,5960,824,59,10199.5
2018,경기,이천시,태양광,24107.96,173,214206,20679,23487,28185,31165,35089,34220,21925,12613,5960,824,59,10199.5
2018,경기,파주시,태양광,18609.23,234,451848,47105,49178,55144,70019,79140,67703,42187,27489,11993,1717,173,10199.5
2018,경기,평택시,태양광,21111.51,259,495642,47583,53096,66225,74951,87964,79608,45371,26825,12164,1644,211,10199.5
2018,경기,포천시,연료전지,440.0,1,150676,10143,14068,18363,15819,22594,30238,20674,12272,5653,785,67,10199.5
2018,경기,포천시,태양광,18106.03,192,150676,10143,14068,18363,15819,22594,30238,20674,12272,5653,785,67,10199.5
2018,경기,하남시,태양광,1456.14,18,254415,28362,22593,29925,43886,43116,38834,28786,13368,4616,836,93,10199.5
2018,경기,화성시,태양광,39767.84,423,758722,101365,87383,88989,143132,142891,98046,54680,28212,12268,1658,98,10199.5
2019,경기,가평군,태양광,17531.98,190,62415,3607,4857,6174,5992,8097,11668,11209,6793,3479,494,45,10199.5
2019,경기,고양시,태양광,12823.53,167,1066351,84813,109000,149680,141617,185520,191123,108983,60269,30730,4307,309,10199.5
2019,경기,과천시,태양광,244.0,4,58289,4507,6366,8023,7806,9209,10278,6498,3457,1740,356,49,10199.5
2019,경기,광명시,태양광,328.18,8,316552,25724,33063,40950,45227,55010,52573,37128,18178,7485,1074,140,10199.5
2019,경기,광주시,태양광,11840.91,162,372654,36223,33577,43885,59830,64543,61520,43558,20728,7573,1123,94,10199.5
2019,경기,구리시,소수력,45.0,1,199265,16345,19116,27505,27578,33603,35905,22583,11399,4555,604,72,10199.5
2019,경기,구리시,태양광,977.0,10,199265,16345,19116,27505,27578,33603,35905,22583,11399,4555,604,72,10199.5
2019,경기,군포시,태양광,2240.15,10,275852,22602,28069,38214,39877,45760,48316,30212,14536,7098,1100,68,10199.5
2019,경기,김포시,태양광,26716.71,302,437221,52071,44797,47422,71134,80358,62744,43857,23886,9519,1367,66,10199.5
2019,경기,김포시,폐기물,909.0,1,437221,52071,44797,47422,71134,80358,62744,43857,23886,9519,1367,66,10199.5
2019,경기,남양주시,태양광,7051.94,96,701830,67577,77825,82728,92256,128868,113759,76344,42862,17010,2392,209,10199.5
2019,경기,동두천시,태양광,2687.0,36,94768,6922,9005,11201,10633,14939,16317,12345,8724,4037,565,80,10199.5
2019,경기,부천시,태양광,1516.81,13,829996,61998,74557,119747,121226,132971,150997,102122,44498,18755,2899,226,10199.5
2019,경기,성남시,태양광,1649.52,21,942724,72005,91259,132387,139568,160310,156408,106514,56327,23590,3921,435,10199.5
2019,경기,수원시,태양광,3988.85,65,1194465,104305,123890,186611,185118,205973,195930,110450,54594,23681,3627,286,10199.5
2019,경기,시흥시,태양광,12731.96,89,473682,46800,49958,66027,73824,86398,83034,40269,18027,8101,1155,89,10199.5
2019,경기,안산시,소수력,9.0,1,650918,46439,68132,105119,85862,111287,126139,63694,28519,13664,1958,105,10199.5
2019,경기,안산시,연료전지,880.0,1,650918,46439,68132,105119,85862,111287,126139,63694,28519,13664,1958,105,10199.5
2019,경기,안산시,태양광,8601.63,106,650918,46439,68132,105119,85862,111287,126139,63694,28519,13664,1958,105,10199.5
2019,경기,안산시,풍력,21.0,1,650918,46439,68132,105119,85862,111287,126139,63694,28519,13664,1958,105,10199.5
2019,경기,안성시,소수력,360.0,1,183405,14940,18265,21456,23632,29912,30832,23032,13210,7164,912,50,10199.5
2019,경기,안성시,태양광,51640.93,394,183405,14940,18265,21456,23632,29912,30832,23032,13210,7164,912,50,10199.5
2019,경기,안성시,풍력,55.0,1,183405,14940,18265,21456,23632,29912,30832,23032,13210,7164,912,50,10199.5
2019,경기,안양시,태양광,1294.98,13,567044,42767,55772,81360,80662,91963,101228,66734,30746,13674,1971,167,10199.5
2019,경기,양주시,태양광,9912.53,141,222314,19814,23932,26280,27614,38583,36809,26142,15620,6530,926,64,10199.5
2019,경기,양평군,태양광,11305.85,177,116874,7620,9758,10456,11218,16328,21018,20964,12635,5916,901,60,10199.5
2019,경기,연천군,바이오,450.0,1,43824,2939,3329,5468,4336,5081,7405,7090,5088,2660,387,41,10199.5
2019,경기,연천군,태양광,28227.84,172,43824,2939,3329,5468,4336,5081,7405,7090,5088,2660,387,41,10199.5
2019,경기,오산시,태양광,1873.76,25,226379,25263,24982,30421,40103,42013,32211,17936,9289,3681,433,47,10199.5
2019,경기,용인시,태양광,17169.39,177,1059609,105455,123101,132253,149477,200224,157892,98721,63179,25293,3841,173,10199.5
2019,경기,의왕시,태양광,433.07,8,161153,13101,15162,22732,22132,24966,29639,19725,8856,4107,688,45,10199.5
2019,경기,의정부시,태양광,410.71,13,451868,35273,43855,62512,59773,74630,78773,52089,30215,12832,1713,203,10199.5
2019,경기,이천시,바이오,250.0,1,215834,19997,22678,28788,30864,34846,34933,23641,12758,6380,887,62,10199.5
2019,경기,이천시,태양광,59944.96,424,215834,19997,22678,28788,30864,34846,34933,23641,12758,6380,887,62,10199.5
2019,경기,파주시,태양광,30097.14,357,454040,45350,48620,55277,67819,79134,69622,45024,28086,13025,1901,182,10199.5
2019,경기,평택시,태양광,33066.05,380,513027,48243,53078,68938,76803,90095,83462,49617,27550,13163,1854,224,10199.5
2019,경기,포천시,연료전지,440.0,1,148379,9318,13155,17892,15039,21459,29761,22285,12388,6107,906,69,10199.5
2019,경기,포천시,태양광,32356.72,344,148379,9318,13155,17892,15039,21459,29761,22285,12388,6107,906,69,10199.5
2019,경기,하남시,태양광,2201.24,27,272455,29647,23632,32250,46837,47064,40433,31709,14678,5165,936,104,10199.5
2019,경기,화성시,태양광,69298.72,700,815396,105609,92720,96872,149961,154886,107896,61875,30105,13536,1824,112,10199.5
2020,경기,가평군,태양광,21509.38,235,62377,3344,4634,6212,5742,7910,11364,12108,6833,3651,529,50,10199.5
2020,경기,고양시,태양광,16208.28,219,1079216,82122,105008,150925,142781,182400,194504,121324,61935,33052,4832,333,10199.5
2020,경기,과천시,태양광,244.0,4,63231,5175,6319,8732,8787,9526,11093,7524,3722,1917,383,53,10199.5
2020,경기,광명시,태양광,1194.18,14,298599,23283,30581,38256,41208,51599,49677,37492,17783,7432,1145,143,10199.5
2020,경기,광주시,태양광,15101.91,211,382054,35190,33619,45220,57844,66823,63534,48147,21969,8339,1264,105,10199.5
2020,경기,구리시,소수력,45.0,1,197454,15199,18151,27281,26372,32845,35772,24423,11744,4889,696,82,10199.5
2020,경기,구리시,태양광,996.0,11,197454,15199,18151,27281,26372,32845,35772,24423,11744,4889,696,82,10199.5
2020,경기,군포시,태양광,2825.15,14,273791,20630,26654,38232,38258,44520,48202,33359,15124,7532,1202,78,10199.5
2020,경기,김포시,태양광,34689.27,399,473970,55253,47723,52038,76392,88432,66885,49431,25784,10443,1516,73,10199.5
2020,경기,남양주시,태양광,8593.44,117,713321,64926,77268,85023,89472,130172,117021,83184,44796,18570,2666,223,10199.5
2020,경기,동두천시,태양광,3791.0,41,94353,6298,8604,11303,10215,14334,16481,13225,8799,4387,622,85,10199.5
2020,경기,부천시,태양광,2024.81,20,818383,57224,70576,117408,116034,129151,147596,110614,46638,19800,3092,250,10199.5
2020,경기,성남시,태양광,3286.02,30,940064,68835,87839,132278,137008,157165,155792,113617,57948,24919,4168,495,10199.5
2020,경기,수원시,태양광,5653.85,80,1186078,97114,118329,186605,178587,202837,196496,120296,56575,24953,3970,316,10199.5
2020,경기,시흥시,태양광,16108.96,120,500895,48317,50147,69580,77446,90660,87624,47233,19517,8918,1357,96,10199.5
2020,경기,안산시,소수력,9.0,1,654915,44632,64045,106487,85743,108359,127771,71471,29780,14393,2102,132,10199.5
2020,경기,안산시,연료전지,880.0,1,654915,44632,64045,106487,85743,108359,127771,71471,29780,14393,2102,132,10199.5
2020,경기,안산시,태양광,10746.53,130,654915,44632,64045,106487,85743,108359,127771,71471,29780,14393,2102,132,10199.5
2020,경기,안산시,풍력,21.0,1,654915,44632,64045,106487,85743,108359,127771,71471,29780,14393,2102,132,10199.5
2020,경기,안성시,소수력,360.0,1,187012,14048,17999,22544,23127,30171,31465,25328,13644,7596,1034,56,10199.5
2020,경기,안성시,태양광,77381.93,633,187012,14048,17999,22544,23127,30171,31465,25328,13644,7596,1034,56,10199.5
2020,경기,안성시,풍력,55.0,1,187012,14048,17999,22544,23127,30171,31465,25328,13644,7596,1034,56,10199.5
2020,경기,안양시,태양광,1812.98,16,550027,39294,52357,77754,76353,87806,97513,70845,31645,14124,2157,179,10199.5
2020,경기,양주시,태양광,13061.78,188,230359,19940,24057,27449,28048,39444,38089,28860,16287,7099,1021,65,10199.5
2020,경기,양평군,태양광,14848.85,233,118810,7298,9708,10597,10775,16312,20910,22804,13062,6268,1012,64,10199.5
2020,경기,연천군,바이오,450.0,1,43516,2730,3193,5364,4259,4978,7132,7547,5045,2821,400,47,10199.5
2020,경기,연천군,태양광,47884.98,313,43516,2730,3193,5364,4259,4978,7132,7547,5045,2821,400,47,10199.5
2020,경기,오산시,태양광,2837.87,37,229725,23784,24873,31321,38973,43237,33266,19943,9779,3998,509,42,10199.5
2020,경기,용인시,소수력,54.0,1,1074176,100771,121165,137762,145303,200015,165072,106264,65624,27806,4189,205,10199.5
2020,경기,용인시,연료전지,100.0,1,1074176,100771,121165,137762,145303,200015,165072,106264,65624,27806,4189,205,10199.5
2020,경기,용인시,태양광,21094.39,227,1074176,100771,121165,137762,145303,200015,165072,106264,65624,27806,4189,205,10199.5
2020,경기,의왕시,태양광,994.07,11,163795,13162,14596,23532,22922,24616,29455,21419,9097,4226,722,48,10199.5
2020,경기,의정부시,태양광,675.71,14,461710,34453,42539,64571,60147,74794,80387,57284,31313,14102,1887,233,10199.5
2020,경기,이천시,바이오,250.0,1,218388,18823,22231,30105,30526,34690,35246,25947,13065,6742,950,63,10199.5
2020,경기,이천시,태양광,79499.96,555,218388,18823,22231,30105,30526,34690,35246,25947,13065,6742,950,63,10199.5
2020,경기,파주시,태양광,39245.62,481,465617,44314,49062,56876,67035,80840,72852,49418,28781,14168,2075,196,10199.5
2020,경기,평택시,태양광,44879.69,475,537307,49153,53214,73430,80697,93800,86913,55209,28554,14096,2008,233,10199.5
2020,경기,포천시,연료전지,440.0,1,147274,8579,12243,17841,14576,20472,29176,24393,12465,6475,976,78,10199.5
2020,경기,포천시,태양광,47992.23,470,147274,8579,12243,17841,14576,20472,29176,24393,12465,6475,976,78,10199.5
2020,경기,하남시,태양광,3089.24,37,293452,30194,25139,36407,50109,51423,42068,35105,16178,5707,998,124,10199.5
2020,경기,화성시,태양광,95248.44,1022,855248,104485,96749,104538,151181,164059,115447,69998,32115,14481,2079,116,10199.5
2021,경기,가평군,태양광,23632.18,256,62264,3155,4458,6125,5504,7780,11107,13020,6714,3855,525,21,10199.5
2021,경기,고양시,태양광,19490.28,247,1079353,77938,102354,146570,142754,177365,197066,133115,61394,35438,5208,151,10199.5
2021,경기,과천시,태양광,244.0,4,73345,6488,7014,9710,10669,10892,12677,9288,4086,2115,394,12,10199.5
2021,경기,광명시,태양광,696.18,15,292893,21820,29533,36783,39974,49814,48957,39425,17625,7816,1113,33,10199.5
2021,경기,광주시,태양광,17669.91,249,387289,33239,33989,44958,55722,68000,65287,52575,22867,9295,1311,46,10199.5
2021,경기,구리시,소수력,45.0,1,191948,13946,17311,25915,25118,31306,34889,26034,11548,5201,662,18,10199.5
2021,경기,구리시,태양광,1137.0,11,191948,13946,17311,25915,25118,31306,34889,26034,11548,5201,662,18,10199.5
2021,경기,군포시,태양광,2984.15,18,268535,18634,25451,36836,37102,42586,47483,36014,15118,8014,1255,42,10199.5
2021,경기,김포시,태양광,38963.7,485,486508,53677,49972,52405,75094,92370,69269,53848,26645,11467,1711,50,10199.5
2021,경기,남양주시,태양광,11121.2,141,733798,63527,78293,86336,90426,132228,122453,90900,46068,20519,2934,114,10199.5
2021,경기,동두천시,태양광,3868.0,45,93592,5830,8392,11053,10009,13815,16452,14139,8523,4755,603,21,10199.5
2021,경기,부천시,태양광,2123.81,22,806067,53029,67956,112129,112466,125249,144782,118614,47504,20979,3236,123,10199.5
2021,경기,성남시,태양광,3546.47,31,930948,65673,85554,127520,135164,153076,155353,120379,57626,26243,4228,132,10199.5
2021,경기,수원시,태양광,7597.75,99,1183714,91037,115369,184258,177205,199224,197487,131329,56826,26801,4036,142,10199.5
2021,경기,시흥시,태양광,19752.96,156,512030,47577,50216,68964,77837,92511,90045,53472,20154,9691,1508,55,10199.5
2021,경기,안산시,소수력,9.0,1,652726,41776,61237,105330,85216,103891,128126,79223,30184,15378,2287,78,10199.5
2021,경기,안산시,연료전지,880.0,1,652726,41776,61237,105330,85216,103891,128126,79223,30184,15378,2287,78,10199.5
2021,경기,안산시,태양광,13833.53,159,652726,41776,61237,105330,85216,103891,128126,79223,30184,15378,2287,78,10199.5
2021,경기,안산시,풍력,21.0,1,652726,41776,61237,105330,85216,103891,128126,79223,30184,15378,2287,78,10199.5
2021,경기,안성시,소수력,360.0,1,189534,13123,17717,23111,22791,30184,31990,27745,13840,7869,1132,32,10199.5
2021,경기,안성시,태양광,97362.92,855,189534,13123,17717,23111,22791,30184,31990,27745,13840,7869,1132,32,10199.5
2021,경기,안성시,풍력,55.0,1,189534,13123,17717,23111,22791,30184,31990,27745,13840,7869,1132,32,10199.5
2021,경기,안양시,태양광,1594.98,18,547178,37820,50835,74873,77334,85661,96054,75518,32006,14747,2271,59,10199.5
2021,경기,양주시,태양광,17560.78,241,236368,19651,24277,27716,28102,39910,39530,31550,16551,7909,1136,36,10199.5
2021,경기,양평군,태양광,18878.85,294,121230,7074,9720,10589,10701,16311,20936,24897,13200,6724,1042,36,10199.5
2021,경기,연천군,바이오,450.0,1,42721,2541,3048,5114,4099,4727,6946,8009,4823,2982,414,18,10199.5
2021,경기,연천군,태양광,66838.28,487,42721,2541,3048,5114,4099,4727,6946,8009,4823,2982,414,18,10199.5
2021,경기,오산시,태양광,3041.71,41,229983,21682,24904,31150,37349,43914,34049,22019,9954,4385,560,17,10199.5
2021,경기,용인시,소수력,54.0,1,1077508,94607,120420,137886,140537,197392,171534,114056,65921,30546,4463,146,10199.5
2021,경기,용인시,연료전지,100.0,1,1077508,94607,120420,137886,140537,197392,171534,114056,65921,30546,4463,146,10199.5
2021,경기,용인시,태양광,25596.39,281,1077508,94607,120420,137886,140537,197392,171534,114056,65921,30546,4463,146,10199.5
2021,경기,의왕시,태양광,1220.07,14,163356,12631,14070,22666,22916,24033,29275,23335,9154,4484,773,19,10199.5
2021,경기,의정부시,태양광,675.71,14,463661,32996,41616,64284,60071,73614,81152,61579,31279,15055,1960,55,10199.5
2021,경기,이천시,바이오,749.0,2,223177,17883,22148,31355,30906,35058,35688,28797,13179,7132,1007,24,10199.5
2021,경기,이천시,태양광,87838.96,649,223177,17883,22148,31355,30906,35058,35688,28797,13179,7132,1007,24,10199.5
2021,경기,파주시,태양광,47885.36,591,483245,43432,50266,59462,68443,82974,77146,54958,28837,15420,2244,63,10199.5
2021,경기,평택시,태양광,53433.59,578,564288,50065,54204,77667,86448,97562,91369,61059,28855,14963,2036,60,10199.5
2021,경기,포천시,연료전지,440.0,1,148939,8110,11721,18190,14638,19751,29284,26957,12309,6920,1021,38,10199.5
2021,경기,포천시,태양광,62264.44,608,148939,8110,11721,18190,14638,19751,29284,26957,12309,6920,1021,38,10199.5
2021,경기,하남시,태양광,4217.12,46,320087,32803,28465,38289,53476,57481,45575,39037,17366,6445,1112,38,10199.5
2021,경기,화성시,태양광,118976.29,1288,887015,101318,101090,109069,151247,171781,122796,78498,33254,15632,2275,55,10199.5
2012,경남,거제시,태양광,108.7,3,236944,30264,32192,28618,47017,41536,31356,13511,8580,3479,375,16,10541.7
2012,경남,거창군,태양광,1062.2,2,63103,4610,7732,6225,6746,9236,10104,7277,7796,2971,388,18,10541.7
2012,경남,거창군,폐기물,133.0,1,63103,4610,7732,6225,6746,9236,10104,7277,7796,2971,388,18,10541.7
2012,경남,고성군,태양광,392.0,9,56906,3998,5459,5399,6949,8196,9458,7299,6949,2899,291,9,10541.7
2012,경남,김해시,태양광,2480.56,19,513260,59385,78145,59167,87484,101632,69371,31658,19683,6064,634,37,10541.7
2012,경남,남해군,태양광,218.79,9,48223,2323,4536,4231,4023,6144,8009,6953,7751,3790,448,15,10541.7
2012,경남,밀양시,태양광,821.32,5,108755,7048,11805,11206,12227,16111,19795,14065,11904,4183,377,34,10541.7
2012,경남,사천시,태양광,1670.28,11,115321,11278,12966,11810,18015,17904,17750,12024,9610,3532,415,17,10541.7
2012,경남,산청군,태양광,964.03,13,35691,1998,3047,2953,3181,4825,6196,5220,5874,2130,258,9,10541.7
2012,경남,양산시,바이오,120.0,1,270460,29244,36619,31239,46144,50572,39341,20040,12868,3948,401,44,10541.7
2012,경남,양산시,태양광,1271.36,7,270460,29244,36619,31239,46144,50572,39341,20040,12868,3948,401,44,10541.7
2012,경남,의령군,태양광,296.5,2,30329,1817,2499,2740,2951,3878,4976,4142,5037,2072,213,4,10541.7
2012,경남,진주시,태양광,7326.15,31,337314,30530,47209,42564,48104,57347,52511,29896,20929,7358,818,48,10541.7
2012,경남,진주시,폐기물,925.0,1,337314,30530,47209,42564,48104,57347,52511,29896,20929,7358,818,48,10541.7
2012,경남,창녕군,태양광,2679.0,12,62966,3774,5914,6111,6761,8931,11199,8440,8578,2983,263,12,10541.7
2012,경남,창원시,태양광,1776.18,18,1091471,104707,148300,146048,176831,194830,175159,82039,46583,15215,1658,101,10541.7
2012,경남,통영시,태양광,128.28,2,139347,14161,16058,15338,22589,22545,23044,13482,8876,2947,290,17,10541.7
2012,경남,하동군,태양광,5811.0,26,50806,2959,4946,4728,4957,7193,8678,6789,7122,3088,327,19,10541.7
2012,경남,함안군,태양광,1094.0,2,67425,5957,7423,6572,9047,10620,11124,7244,6836,2380,218,4,10541.7
2012,경남,함양군,태양광,230.0,2,40714,2709,4110,3385,3871,5640,6569,5481,6260,2375,290,24,10541.7
2012,경남,합천군,태양광,1635.42,10,50279,2627,4227,4211,4357,6423,8324,7354,9152,3223,357,24,10541.7
2013,경남,거제시,태양광,211.63,8,242077,30895,31843,28386,47531,43742,32599,14206,8779,3634,445,17,10541.7
